song_id,song_name,song_type,explicit,entry_year,exit_year,n_years_on_chart,years_on_chart,weeks_on_chart,song_rank_entry,song_rank_peak,song_rank_final,entry_week,exit_week,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
000u1dTg7y1XCDXi80hbBX,I Don't Want A Lover,Solo,FALSE,1989,1989,1,1989,6,5,24,1,1989-09-09,1989-10-14,300440,0.181,0.763,0.44,4.57e-4,0.114,-13.11,0.0388,0.421,120.492
002pGYO81GoXdB8uNqB4w8,True Colors,Solo,FALSE,2009,2009,1,2009,1,35,35,35,2009-12-12,2009-12-12,215814,0.0063,0.6,0.153,0.855,0.0559,-14.028,0.0492,0.255,172.05
003FTlCpBTM4eSqYSWPv4H,"Swing, Swing",Solo,FALSE,2003,2003,1,2003,11,30,41,5,2003-06-21,2003-08-30,233267,6.48e-5,0.553,0.717,0.128,0.0385,-5.857,0.0318,0.318,127.947
003eoIwxETJujVWmNFMoZy,Growing Pains,Solo,FALSE,2018,2018,1,2018,8,2,36,9,2018-07-14,2018-09-01,193680,0.0822,0.353,0.755,0,0.39,-6.276,0.733,0.437,191.153
004ZH9ISUSEwansKKbUdJs,You Better Wait,Solo,FALSE,1994,1994,1,1994,16,15,72,4,1994-07-16,1994-10-29,291800,0.236,0.348,0.924,0,0.102,-3.048,0.0945,0.0869,114.117
006yvCdaWUS79qp2Ip3Hdl,Get It On,Solo,FALSE,1971,1971,1,1971,13,5,77,66,1971-05-22,1971-08-14,179147,0.487,0.409,0.902,0.00358,0.035,-5.714,0.1,0.728,135.797
007n10xGvSbc7dKgAORVIq,Brokenheartsville,Solo,FALSE,2003,2003,1,2003,20,27,74,26,2003-01-25,2003-06-07,231347,0.142,0.668,0.65,3.25e-4,0.0956,-4.351,0.0228,0.577,103.954
00BHe2yBtdOzhKPmI7rpTE,Locked Up,Solo,TRUE,2004,2004,1,2004,27,4,93,53,2004-06-12,2004-12-11,235067,0.023,0.818,0.579,0,0.107,-4.475,0.101,0.354,89.987
00FDHurakzVEiPutdUxXXq,Wouldn't It Be Good,Solo,FALSE,1984,1984,1,1984,13,8,55,2,1984-03-31,1984-06-23,277053,0.169,0.655,0.705,0.0139,0.0698,-8.529,0.0285,0.749,97.007
00FU5uypELwgQuM9IbFC6G,Give It To Her,Solo,FALSE,2002,2002,1,2002,20,5,16,5,2002-03-23,2002-08-10,209053,0.0918,0.6,0.583,0,0.0992,-6.617,0.281,0.763,126.517
00GfGwzlSB8DoA0cDP2Eit,Tender Lover,Solo,FALSE,1989,1990,2,1989;1990,17,16,87,12,1989-11-18,1990-03-10,259267,0.226,0.743,0.86,4.22e-4,0.0513,-6.346,0.0445,0.687,102.459
00IH8ZjI9ZGB51WRX1Oesj,Trust,Solo,FALSE,2015,2015,1,2015,1,3,3,3,2015-12-05,2015-12-05,203613,0.067,0.609,0.487,0,0.166,-8.444,0.168,0.474,72.674
00IrSynHsun7DpDrLkRIjM,The Boy In the Bubble,Solo,FALSE,1987,1987,1,1987,4,10,15,1,1987-03-07,1987-03-28,239693,0.479,0.62,0.703,0,0.14,-7.854,0.0836,0.559,136.155
00J4DmF13ppCBIq89cVbAE,Oh No (feat. Mos Def & Pharoahe Monch),Collaboration,TRUE,2000,2001,2,2000;2001,12,4,18,4,2000-12-23,2001-03-10,196320,0.164,0.694,0.775,0,0.307,-6.501,0.461,0.752,84.456
00Mb3DuaIH1kjrwOku9CGU,Sk8er Boi,Solo,FALSE,2002,2003,2,2002;2003,20,29,91,16,2002-09-14,2003-01-25,204000,6.79e-5,0.487,0.9,0,0.358,-4.417,0.0482,0.484,149.937
00NAQYOP4AmWR549nnYJZu,Secrets,Solo,FALSE,2016,2016,1,2016,2,54,54,35,2016-12-17,2016-12-24,265600,0.0155,0.665,0.771,9.6e-6,0.46,-5.779,0.0533,0.764,109.945
00ODCfwZix0sfqSfBYT18Z,Change,Solo,FALSE,1985,1985,1,1985,10,15,47,3,1985-03-02,1985-05-04,196693,0.246,0.403,0.848,0,0.616,-11.615,0.0625,0.622,149.028
00PLtXXER1XcTRZvs3LioS,Get The Funk Out Ma Face,Solo,FALSE,1976,1976,1,1976,15,18,71,4,1976-08-14,1976-11-20,147000,0.332,0.894,0.568,0.0281,0.0666,-13.207,0.0952,0.742,106.025
00Qi1pQPiMxsnnlZG2bpTC,Nobody Wants You When You're Down And Out,Solo,FALSE,1973,1973,1,1973,15,12,72,52,1973-06-16,1973-09-22,174027,0.0581,0.621,0.682,3.87e-6,0.0815,-7.429,0.0511,0.711,89.573
00RYiT3a2lNQ1wTKBQXWSw,Lookin Boy (feat. Yung Joc) - Main Version - Explicit,Collaboration,TRUE,2008,2008,1,2008,11,15,54,12,2008-06-21,2008-08-30,207013,0.213,0.85,0.687,0,0.0724,-5.995,0.308,0.502,149.989
00U45bMLJ8QM1kwT9i6cIL,I'll Say Forever My Love,Solo,FALSE,1968,1968,1,1968,5,16,24,24,1968-03-09,1968-04-06,181040,0.00817,0.302,0.595,0,0.374,-6.875,0.0348,0.7,207.475
00XXUBsdOe8cLPo2p64Dd3,Even Now,Solo,FALSE,1983,1983,1,1983,12,27,89,53,1983-03-12,1983-05-28,273187,0.0342,0.473,0.952,3.84e-5,0.275,-3.561,0.0531,0.78,152.007
00boa7LL0M0FvUOslpdGCR,Totally Hot,Solo,FALSE,1979,1979,1,1979,6,22,49,8,1979-07-28,1979-09-01,270032,8.78e-4,0.504,0.724,6.92e-5,0.212,-8.552,0.0386,0.523,143.999
00cs7mlkTcIIoWnm8G0U0l,Wigwam,Solo,FALSE,1970,1970,1,1970,7,27,60,47,1970-07-25,1970-09-05,188253,0.755,0.407,0.47,0.0216,0.0976,-8.64,0.037,0.227,138.471
00da5UpHHr2CcmAedVX3Be,"Baby, I'm Back",Collaboration,TRUE,2005,2005,1,2005,25,4,82,62,2005-02-26,2005-08-13,219187,0.0476,0.901,0.391,0,0.102,-4.421,0.0934,0.77,100.018
00drgzklCYUPHnEDRi7ROJ,Take the Time (Remastered),Solo,FALSE,1982,1983,2,1982;1983,5,12,20,4,1982-12-25,1983-01-22,333560,0.0961,0.49,0.719,1.75e-4,0.12,-7.87,0.0355,0.864,181.448
00gV7ZurTj4V4su0RWSEzd,Watermelon Man,Solo,FALSE,1965,1965,1,1965,5,21,39,19,1965-06-26,1965-07-24,318613,0.894,0.639,0.446,0.0114,0.922,-15.618,0.0531,0.765,116.805
00gvX9sFwh19OH88f4v4jW,Who Did You Think I Was - Live In Concert,Solo,FALSE,2005,2005,1,2005,1,9,9,9,2005-10-01,2005-10-01,189160,3.79e-4,0.232,0.968,0.136,0.938,-5.597,0.102,0.419,188.686
00i2HU7TEzzftShjRrDSEF,Changes,Collaboration,TRUE,1998,1999,2,1998;1999,19,33,69,7,1998-12-05,1999-04-10,268960,0.0404,0.865,0.657,0,0.14,-6.722,0.076,0.316,111.115
00iVYbSh1B77akx1ITNWUL,New Thing,Solo,FALSE,1989,1989,1,1989,7,8,34,15,1989-10-21,1989-12-02,257920,0.00409,0.373,0.884,0,0.329,-7.707,0.0421,0.28,130.099
00kG3Kz2rxem4XswOmtF3s,My Buddy Seat,Solo,FALSE,1964,1965,2,1964;1965,4,1,14,14,1964-12-12,1965-01-02,102587,0.804,0.407,0.737,0,0.123,-7.741,0.0417,0.925,150.053
00klbNctBWN9HFIOqxC8Xl,Fields of Gray,Solo,FALSE,1993,1993,1,1993,11,7,32,10,1993-10-09,1993-12-18,291600,0.14,0.676,0.543,8.29e-6,0.0601,-9.986,0.027,0.543,107.995
00kvKlIvfzQLSi6T2zwXuS,Strawberry Letter 23,Solo,FALSE,1977,1977,1,1977,19,30,96,5,1977-07-02,1977-11-05,299067,0.276,0.731,0.617,0.0142,0.134,-11.644,0.0529,0.765,90.94
00p615Q4EFYMIAr055wqRu,All About Soul,Solo,FALSE,1993,1994,2,1993;1994,20,34,72,24,1993-11-06,1994-03-19,361307,0.0386,0.555,0.86,0,0.325,-5.965,0.038,0.468,108.594
00qOE7OjRl0BpYiCiweZB2,Juke Box Hero,Solo,FALSE,1982,1982,1,1982,13,28,75,1,1982-02-13,1982-05-08,259800,0.0828,0.357,0.653,0,0.0844,-5.554,0.0654,0.522,176.647
00qyVgLK2j92HYoFaNCnVD,Dirty Picture,Collaboration,FALSE,2010,2010,1,2010,1,5,5,5,2010-06-19,2010-06-19,218853,0.016,0.714,0.669,0,0.11,-6.461,0.0723,0.54,119.923
00r40cNOJTjlNw5cG4ADHf,Dog & Butterfly,Solo,FALSE,1979,1979,1,1979,10,19,67,37,1979-02-03,1979-04-07,319533,0.314,0.657,0.314,4.89e-6,0.12,-18.858,0.0329,0.422,124.611
00rGtsA6s1ymgW70p1LzlM,What I Didn't Know,Solo,FALSE,1998,1998,1,1998,14,36,43,2,1998-08-01,1998-10-31,218440,0.0138,0.539,0.93,0,0.0673,-6.035,0.0624,0.584,127.454
00s8BJKpmRssdafY6zTxhZ,Come into My Life,Solo,FALSE,1970,1970,1,1970,3,11,12,12,1970-03-14,1970-03-28,170707,0.0639,0.631,0.608,9.8e-5,0.0816,-9.944,0.0582,0.606,167.721
00s8dO3RWrFkBqC9JIy6ag,Right Back Where We Started From,Solo,FALSE,1976,1976,1,1976,20,6,99,44,1976-02-14,1976-06-26,192267,0.49,0.692,0.653,0.00707,0.455,-5.715,0.0392,0.901,148.018
00vOOYsPo7fmlToYOjGwI2,She Wouldn't Be Gone,Solo,FALSE,2008,2009,2,2008;2009,20,2,58,33,2008-11-08,2009-03-21,215613,0.166,0.51,0.683,0,0.0795,-4.338,0.0302,0.211,159.918
00x5Jgz36JDkrFAl8H80EO,It's Over Now,Solo,FALSE,1992,1992,1,1992,11,5,39,5,1992-03-14,1992-05-23,250800,0.0213,0.567,0.809,6.95e-6,0.0923,-7.136,0.0348,0.479,94.703
00z7KscyujNtThfKhIVeEb,Hey Girl,Solo,FALSE,2013,2013,1,2013,21,26,62,57,2013-05-18,2013-10-26,200533,0.0158,0.548,0.673,0,0.0794,-5.29,0.0268,0.652,81.947
00zqTWtvCWvDtAqoLRl6Sy,When It Hurts,Solo,FALSE,2008,2009,2,2008;2009,3,10,10,4,2008-12-27,2009-01-24,236213,0.376,0.682,0.646,0,0.0705,-5.509,0.0839,0.253,128.279
013AWvizllIUEC2FOBzOnh,Truly Madly Deeply,Solo,FALSE,1997,1998,2,1997;1998,52,75,100,74,1997-12-06,1998-11-28,277267,0.403,0.555,0.698,0,0.0851,-8.874,0.0287,0.816,168.12
0158TMiGmHyibaDeaUKayX,She Won't Be Lonely Long,Solo,FALSE,2010,2010,1,2010,18,2,48,6,2010-04-17,2010-08-14,209253,0.00643,0.635,0.758,0,0.229,-5.772,0.0243,0.322,113.002
015A6ZcNAWSSuwY7iDcD1b,When a Woman's Fed Up,Solo,TRUE,1998,1999,2,1998;1999,20,22,79,29,1998-12-26,1999-05-08,278760,0.467,0.682,0.579,2.21e-6,0.0952,-6.526,0.101,0.712,76.915
015dXT3hAZz9dTvEVs9vkK,Six White Horses,Solo,FALSE,1969,1970,2,1969;1970,6,5,22,22,1969-12-13,1970-01-17,159547,0.763,0.523,0.411,0.238,0.145,-18.696,0.0657,0.583,177.485
015qd1I4v00JIoK7yOUgKC,Rush Rush,Solo,FALSE,1991,1991,1,1991,19,65,100,1,1991-05-11,1991-09-14,292933,0.763,0.706,0.44,0,0.0958,-11.577,0.0493,0.395,90.012
0187LgdeJTJT1kw9YUfDQZ,We Don't Talk Anymore,Solo,FALSE,1979,1980,2,1979;1980,20,22,94,7,1979-10-20,1980-03-01,254400,0.00296,0.713,0.569,2.46e-5,0.0729,-12.872,0.0298,0.648,111.663
019HTMqFkZn52QslajmGWv,Chances,Solo,FALSE,2009,2009,1,2009,1,18,18,18,2009-10-31,2009-10-31,215200,0.0236,0.401,0.802,0,0.224,-5.646,0.0291,0.326,163.987
019LymYgh7wHQaInMdZd0Z,Feelings Of Forever,Collaboration,FALSE,1988,1988,1,1988,9,11,51,6,1988-06-11,1988-08-06,232573,0.558,0.5,0.313,0,0.356,-14.124,0.03,0.179,140.484
01Aj44KIjCrPmZeXq4UOky,Emotion,Solo,FALSE,2001,2002,2,2001;2002,20,36,91,16,2001-09-29,2002-02-09,236400,0.163,0.412,0.577,0,0.0969,-4.944,0.119,0.345,173.675
01BlGnXpLuC0BjgUxVYZFb,Never Let You Go,Solo,FALSE,2010,2010,1,2010,2,80,80,7,2010-03-20,2010-03-27,264400,0.00212,0.662,0.8,0,0.251,-4.775,0.038,0.649,103.166
01C5aCltIDncPqMjWDcx2L,So What The Fuss,Solo,FALSE,2005,2005,1,2005,1,5,5,5,2005-04-09,2005-04-09,304293,0.218,0.83,0.763,0,0.314,-3.826,0.164,0.924,87.922
01CnYyPXMFRzOFVQBU8WMb,This One's for the Girls,Solo,FALSE,2003,2003,1,2003,20,28,62,1,2003-08-09,2003-12-20,243160,0.0626,0.613,0.801,1.15e-5,0.124,-4.431,0.0354,0.609,126.966
01Da7Gqp2RFtQqD3KY5fiE,Up In The Heah,Solo,FALSE,1972,1972,1,1972,4,11,18,18,1972-02-26,1972-03-18,184467,0.722,0.556,0.578,0,0.625,-13.852,0.132,0.813,85.279
01F8B0dhzGdWvmcSO6vUdi,Just The Two Of Us,Solo,FALSE,1998,1999,2,1998;1999,11,81,81,1,1998-10-10,1999-01-23,315507,0.141,0.805,0.638,0,0.322,-5.864,0.0803,0.644,94.52
01KH1e2NXBBW5XpAFwEe7F,Gimme Some Lovin',Solo,FALSE,1966,1967,2,1966;1967,13,1,94,68,1966-12-31,1967-03-25,198893,0.0124,0.662,0.802,0.0719,0.26,-10.402,0.0511,0.719,143.952
01KVTFUEdqlhQQO7PwhaLl,I'm Doin' Fine Now (Originally Performed by New York City) [Vocal Version],Solo,FALSE,1973,1973,1,1973,20,5,84,71,1973-03-03,1973-07-14,166555,0.0133,0.687,0.676,0.00456,0.0894,-11.651,0.0316,0.863,117.459
01LUIYDKWEyvAEjAD2W5Bz,Rapper's Delight,Solo,FALSE,1979,1980,2,1979;1980,12,17,65,1,1979-11-10,1980-01-26,236387,0.194,0.92,0.698,1.46e-5,0.0658,-11.415,0.247,0.813,111.813
01Lr5YepbgjXAWR9iOEyH1,Love Sosa,Solo,TRUE,2012,2013,2,2012;2013,14,19,45,4,2012-12-29,2013-03-30,246213,0.0407,0.778,0.42,0,0.11,-8.224,0.0919,0.2,131.957
01MXkFA8sL7at6txavDErt,Making Love Out of Nothing at All,Solo,FALSE,1983,1984,2,1983;1984,25,39,99,9,1983-07-30,1984-01-14,341747,0.202,0.388,0.72,2.88e-4,0.283,-5.541,0.033,0.554,141.283
01PZn2ZIyyFWEbp2NlyXyq,Dreams Are Ten a Penny,Solo,FALSE,1974,1974,1,1974,4,10,18,18,1974-11-23,1974-12-14,160732,0.0507,0.718,0.588,0,0.589,-11.36,0.0532,0.65,109.103
01PnRJeFSeOgIpBuv1kQKd,Commotion,Solo,FALSE,1969,1969,1,1969,8,30,71,62,1969-08-02,1969-09-20,164293,0.053,0.71,0.665,0.0207,0.177,-7.632,0.0277,0.796,127.472
01Q4wU19hamqnhNjtuvTyI,Nobody's Fool,Solo,FALSE,1986,1987,2,1986;1987,21,6,88,19,1986-11-08,1987-03-28,287400,0.0652,0.382,0.458,0.00167,0.259,-13.559,0.0286,0.157,67.233
01QicLin8hNjIcUDuE0nRP,Diane,Solo,FALSE,1964,1964,1,1964,13,27,91,58,1964-04-18,1964-07-11,154000,0.66,0.401,0.426,0,0.165,-10.8,0.0315,0.395,129.86
01R0Xdwje645C6xFCnMRvm,Talk Dirty To Me,Solo,FALSE,1987,1987,1,1987,16,18,92,5,1987-03-14,1987-06-27,223960,0.0211,0.507,0.804,0.00248,0.381,-13.267,0.044,0.708,157.996
01R9hVkJG2WDGOkH6UfJBL,Dream Boy / Dream Girl,Solo,FALSE,1990,1990,1,1990,15,9,48,11,1990-09-01,1990-12-08,224040,0.0956,0.777,0.677,0.00133,0.141,-6.907,0.105,0.883,123.892
01RcP6fQNIPpQoHncRthSN,Remember Me,Solo,FALSE,1970,1971,2,1970;1971,10,27,85,70,1970-12-26,1971-02-27,212413,0.476,0.666,0.625,4.3e-6,0.0702,-7.011,0.0267,0.655,112.744
01TnVDiet1DFTsyWKUKovl,NUMB,Solo,FALSE,2018,2018,1,2018,3,19,21,21,2018-03-31,2018-07-07,186268,0.1,0.414,0.416,0.179,0.131,-8.024,0.0251,0.196,159.91
01U7AowXWVSzZ8K3LxAeED,Diamond Girl,Solo,FALSE,1973,1973,1,1973,18,20,95,56,1973-05-12,1973-09-08,247813,0.345,0.517,0.582,0.00132,0.0871,-6.055,0.0305,0.402,138.793
01UYpHuzHi4eB9PAbDoPY2,Summer Breeze,Solo,FALSE,1972,1973,2,1972;1973,18,13,95,57,1972-09-09,1973-01-06,203967,0.611,0.501,0.474,0.0298,0.0667,-10.041,0.0386,0.35,88.609
01VFDkHBNJcCNUjzD3flWg,The Power of Good-Bye,Solo,FALSE,1998,1999,2,1998;1999,19,77,90,5,1998-10-17,1999-02-20,250560,0.0442,0.534,0.561,0.678,0.189,-11.089,0.0409,0.219,84.978
01WAKCnVJRRtAjVWvKUR2q,(Where Do I Begin) Love Story,Solo,FALSE,1971,1971,1,1971,13,13,92,77,1971-02-06,1971-05-01,190133,0.63,0.324,0.453,7.08e-4,0.377,-10.845,0.0314,0.305,84.2
01XELYz10eYmxEJO5SdPLk,Take It Slow (Out In The Country),Solo,FALSE,1971,1972,2,1971;1972,7,12,37,35,1971-12-11,1972-01-22,191987,0.361,0.717,0.498,0,0.0798,-9.672,0.0495,0.891,99.822
01XFgRZfZI7oBagNf1Loml,Harlem Shake,Solo,FALSE,2013,2013,1,2013,20,100,100,31,2013-03-02,2013-07-13,196664,0.0111,0.452,0.794,0.00182,0.416,-5.151,0.0483,0.282,137.825
01XVQFw2pG1mhyOeCNTrwD,Deep Inside My Heart,Solo,FALSE,1980,1981,2,1980;1981,16,22,79,3,1980-10-18,1981-01-31,239013,0.0265,0.491,0.564,4.12e-6,0.892,-15.894,0.0728,0.334,140.252
01XhYI6Jdq3NOmgGrivwVE,Little Jackie Wants To Be A Star,Collaboration,FALSE,1989,1989,1,1989,11,20,72,6,1989-04-15,1989-06-24,287373,0.217,0.745,0.879,5.89e-5,0.251,-7.662,0.0394,0.789,92.004
01Ynfp1UOc9Tep3a25ySqX,Hot Revolver,Collaboration,TRUE,2009,2009,1,2009,3,68,68,9,2009-04-04,2009-04-18,200547,0.00545,0.618,0.512,0,0.0868,-7.236,0.0622,0.235,128.977
01cQPNCptd662nikuY42zw,Have You Seen Her,Solo,FALSE,1971,1972,2,1971;1972,14,41,98,70,1971-10-23,1972-01-22,310747,0.602,0.621,0.413,4.88e-6,0.145,-12.274,0.0348,0.338,139.491
01cv0e6DdNlx3TkzzWfAHB,Hey Leonardo (She Likes Me for Me) - Live,Solo,FALSE,1999,1999,1,1999,20,26,68,33,1999-06-12,1999-10-23,281926,0.0253,0.352,0.873,1.81e-6,0.89,-7.366,0.142,0.497,104.662
01e8dGbulrphX8j3fZDQYk,I Hold On,Solo,FALSE,2014,2014,1,2014,19,1,61,10,2014-01-04,2014-05-10,279533,0.0917,0.615,0.723,4.23e-4,0.101,-6.506,0.0448,0.219,117.958
01gc96njmCGB8VFS3wPKyC,Help Me Make It Through The Night,Solo,FALSE,1972,1972,1,1972,8,27,68,63,1972-03-25,1972-05-13,263573,0.689,0.371,0.184,1.17e-4,0.113,-13.646,0.0362,0.293,120.341
01h0dh08fyqGPofJVCw08N,You're All I Need To Get By,Collaboration,FALSE,1968,1968,1,1968,12,21,94,68,1968-07-27,1968-10-12,170107,0.151,0.508,0.513,0,0.12,-8.175,0.0314,0.224,98.207
01hJnhpAmjzg85Etnz2ECH,Body and Soul,Collaboration,FALSE,2011,2011,1,2011,1,14,14,14,2011-10-01,2011-10-01,200587,0.87,0.342,0.249,5.09e-5,0.152,-11.812,0.0277,0.203,94.746
01jIO8SJFnpSiNLH1JaBZ5,You,Solo,TRUE,2018,2018,1,2018,4,11,26,26,2018-12-08,2018-12-29,217387,0.413,0.735,0.453,0,0.104,-8.264,0.0602,0.335,115.002
01kmJXmeQaNlSZFRyFlSmz,Fire,Solo,FALSE,1974,1975,2,1974;1975,17,28,100,33,1974-12-14,1975-04-05,264360,0.101,0.623,0.681,0.0158,0.269,-15.733,0.0604,0.843,107.319
01l9n7SiPCty5PfKPcqMS4,Some Of Shelly's Blues,Solo,FALSE,1971,1971,1,1971,8,11,37,29,1971-09-11,1971-10-30,181813,0.442,0.633,0.693,0.00245,0.0702,-13.506,0.0331,0.889,103.047
01mWFDRL40UlnbOXya5gqm,Waiting for Superman,Solo,FALSE,2013,2014,2,2013;2014,17,31,35,2,2013-10-05,2014-03-22,267333,0.00276,0.558,0.667,0,0.0641,-6.041,0.0265,0.402,105.991
01n1kfqOOjh4SGqjVNVNNN,Oh Yes (Aka Postman) [Karaoke Version With Background Vocals] - Originally Performed By Juelz Santana,Solo,FALSE,2006,2006,1,2006,11,2,45,15,2006-01-28,2006-04-08,180481,0.067,0.819,0.636,1.57e-6,0.199,-8.682,0.133,0.439,147.9
01qWCNkkknoQktSrxjIHF8,I Can't Leave Your Love Alone,Solo,FALSE,1970,1970,1,1970,14,2,59,43,1970-04-11,1970-07-11,156893,0.331,0.694,0.445,0,0.0425,-13.967,0.0321,0.96,112.594
01qoKBIhSo3AlowvoiKPqH,Never Let You Go,Solo,FALSE,1988,1988,1,1988,10,9,43,3,1988-09-17,1988-11-19,368333,3.78e-4,0.724,0.79,0.482,0.0545,-11.389,0.0699,0.962,115.421
01rYWOpu72uFQORnWN84C3,You Remind Me of Something,Solo,FALSE,1995,1996,2,1995;1996,20,97,97,1,1995-11-18,1996-03-30,249920,0.591,0.631,0.536,0,0.108,-7.194,0.0586,0.829,59.999
01slhbkp1vxXKC9lDO6zxp,"Mercy, Mercy, Mercy",Solo,FALSE,1967,1967,1,1967,5,16,43,38,1967-03-11,1967-04-08,186240,0.412,0.482,0.484,0,0.0672,-8.987,0.0468,0.56,170.548
01snF0yZUkySMc0BcKiWOt,Sittin' on the Dock of the Bay,Solo,FALSE,1968,1968,1,1968,5,12,17,17,1968-03-09,1968-04-06,163066,0.284,0.747,0.29,0.405,0.356,-11.99,0.0303,0.653,105.16
01sno3m5rqaFy2YVE1A7LZ,Guns for Hire,Solo,FALSE,1983,1983,1,1983,5,6,17,4,1983-10-01,1983-10-29,204680,0.00351,0.488,0.905,0.373,0.0685,-3.789,0.0485,0.805,128.472
01tKbq9PNJVgmmUvb7skOP,I Live For Your Love,Solo,FALSE,1987,1988,2,1987;1988,22,11,88,18,1987-11-07,1988-04-02,267067,0.864,0.327,0.361,0.117,0.13,-9.431,0.0319,0.168,84.525
01wn883KcvAKFrn8o0kDgi,Layin' It on the Line,Solo,FALSE,1984,1984,1,1984,6,19,35,5,1984-09-08,1984-10-13,251853,0.00102,0.648,0.918,0.0605,0.173,-4.67,0.0447,0.654,119.165
01xc0Rvv19F2p2wno0KUF4,Heartbeat,Solo,FALSE,1986,1986,1,1986,15,34,96,1,1986-08-23,1986-11-29,260333,0.0201,0.623,0.685,6.38e-6,0.322,-11.515,0.0368,0.782,110.045
01xhMrdCefADl7HSttJaf7,Infinite,Solo,TRUE,2016,2016,1,2016,1,4,4,4,2016-12-10,2016-12-10,251707,0.293,0.637,0.862,0,0.217,-4.343,0.191,0.573,82.019
01z2fBGB8Hl3Jd3zXe4IXR,Come Back to Earth,Solo,FALSE,2018,2018,1,2018,1,10,10,10,2018-09-22,2018-09-22,161840,0.89,0.272,0.238,0.00925,0.275,-12.148,0.0349,0.119,83.507
01z8DYuLaMcRrV4v4CUiSz,What Do You Want with Me,Collaboration,FALSE,1965,1965,1,1965,8,4,50,39,1965-04-10,1965-05-29,171987,0.473,0.404,0.726,0,0.222,-7.216,0.0384,0.529,128.96
01zu7o6BUebaLXkjHMN71i,As Tears Go By,Solo,FALSE,1965,1966,2,1965;1966,9,22,95,51,1965-12-25,1966-02-19,180760,0.863,0.225,0.296,0.185,0.112,-9.652,0.0357,0.308,112.467
020A6nXRCIC7AsKuHkxmH6,I Wanna Take Forever Tonight (In the Style of Peter Cetera & Crystal Bernard) [Performance Track with Demonstration Vocals],Solo,FALSE,1995,1995,1,1995,8,10,15,4,1995-10-21,1995-12-09,242715,0.168,0.552,0.499,0,0.116,-11.491,0.0252,0.228,106.016
020b0QxseQbcMTPKV49qRm,Crying on a Suitcase,Solo,FALSE,2013,2013,1,2013,9,1,13,3,2013-01-05,2013-03-02,221387,0.147,0.402,0.7,0,0.0992,-4.613,0.0348,0.496,198.972
021O8Fvrww2EJB8220tgXo,(Theme From) Valley of the Dolls,Solo,FALSE,1968,1968,1,1968,13,24,99,79,1968-01-20,1968-04-13,218840,0.871,0.23,0.273,2.21e-6,0.059,-13.277,0.0352,0.0868,74.919
022rVz5n3Ga5CelWqme1Sb,Someone You Used To Know,Solo,FALSE,1998,1999,2,1998;1999,14,6,64,9,1998-11-21,1999-02-20,225440,0.123,0.589,0.369,2.21e-6,0.114,-11.477,0.0242,0.295,98.997
023ANytNFEk7vglingnI4p,Out Of Work,Solo,FALSE,1982,1982,1,1982,16,32,80,4,1982-06-12,1982-09-25,174040,0.0626,0.748,0.791,1.29e-6,0.205,-6.845,0.033,0.983,116.899
024Q1MI4uaYHF6j2Q2ZYgF,Overnight Celebrity,Solo,TRUE,2004,2004,1,2004,20,41,95,61,2004-03-27,2004-08-07,233360,0.182,0.828,0.792,0,0.281,-5.435,0.179,0.777,134.199
024t97fsjL7a2cxUlVsStn,What Kind of Man Would I Be?,Solo,FALSE,1989,1990,2,1989;1990,18,6,96,16,1989-12-02,1990-03-31,252360,0.0701,0.517,0.764,2.78e-6,0.221,-6.649,0.0282,0.246,88.142
0290RpkX79wgpUQ89i7c7o,Get Back,Solo,FALSE,1966,1966,1,1966,2,2,13,13,1966-01-15,1966-01-22,137707,0.311,0.72,0.913,1.86e-4,0.246,-5.274,0.248,0.94,93.373
0290kk4DWG2x8WRraLGrJS,Don't Ask Me How I Know,Solo,FALSE,2005,2005,1,2005,7,2,13,4,2005-06-11,2005-07-23,255893,0.00608,0.546,0.652,0,0.249,-6.515,0.0293,0.467,83.979
029711BlHKszqkSd9GaNI6,In a Moment,Solo,TRUE,1969,1969,1,1969,14,1,70,55,1969-08-02,1969-11-01,168961,0.215,0.523,0.802,0,0.202,-5.612,0.0431,0.966,128.578
029NqmIySn1kOY305AAhxT,Sledgehammer,Solo,FALSE,1986,1986,1,1986,21,12,100,9,1986-05-10,1986-09-27,313533,0.0246,0.657,0.685,0,0.037,-5.203,0.0334,0.424,96.458
02D9uD9WQb834Lb54xCvDS,Love U 4 Life,Solo,FALSE,1995,1996,2,1995;1996,20,11,70,31,1995-11-04,1996-03-16,290067,0.343,0.695,0.638,0,0.635,-7.891,0.0458,0.701,118.106
02FJNRUlB28e1F0R9uP2s1,"Ob-La-Di, Ob-La-Da - 2018 Mix",Solo,FALSE,1976,1977,2,1976;1977,7,22,52,30,1976-11-20,1977-01-01,188813,0.149,0.803,0.776,0.00471,0.222,-7.561,0.0333,0.969,113.193
02G5d0C1S5pRtCiS3li3II,Where Were You When I Needed You,Solo,FALSE,1966,1966,1,1966,9,12,73,45,1966-06-18,1966-08-13,202240,0.0421,0.58,0.503,2.25e-5,0.208,-9.437,0.0287,0.481,112.963
02GwPAncasVL82yC7y2hmN,Raise Up,Solo,TRUE,2001,2001,1,2001,21,3,76,51,2001-08-11,2001-12-29,286427,0.142,0.735,0.844,0,0.319,-5.215,0.167,0.742,156.069
