song_id,song_name,song_type,explicit,entry_year,exit_year,n_years_on_chart,years_on_chart,weeks_on_chart,song_rank_entry,song_rank_peak,song_rank_final,entry_week,exit_week,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
1LM6EReMkAxuDXDF26ekl2,Get By,Solo,TRUE,2003,2003,1,2003,10,2,24,3,2003-03-29,2003-05-31,227427,0.00351,0.659,0.925,0,0.146,-4.76,0.388,0.77,90.19
1LMAQunVS6Dq8wEqQnsL8Y,Whistle While You Twurk (ColliPark Mix),Solo,TRUE,2000,2000,1,2000,14,6,27,2,2000-03-18,2000-06-17,265440,0.00155,0.935,0.608,0,0.342,-7.236,0.085,0.0664,101.992
1LONTBZZRxDVx4wEvdcCLd,He Didn't Have to Be,Solo,FALSE,1999,2000,2,1999;2000,20,18,71,34,1999-10-23,2000-03-04,282227,0.105,0.476,0.443,7.97e-6,0.123,-7.563,0.0282,0.165,72.888
1LOZMYF5s8qhW7Rv4w2gun,Dreadlock Holiday,Solo,FALSE,1978,1978,1,1978,10,9,57,3,1978-09-30,1978-12-02,267947,0.555,0.84,0.391,0.0109,0.222,-13.263,0.0581,0.871,105.014
1LOuZmemeDN1SkJc9EemFI,Round & Round,Solo,FALSE,2010,2010,1,2010,14,77,77,15,2010-07-10,2010-10-09,186173,0.00242,0.537,0.691,0,0.584,-4.065,0.0705,0.572,127.86
1LSAB9OamXI8uTLPpLTn5m,No One Better Than You,Solo,FALSE,1969,1969,1,1969,1,8,8,8,1969-11-29,1969-11-29,182133,0.43,0.667,0.555,0,0.234,-9.405,0.0316,0.688,121.501
1LXepKneS4UyV2BKka2PuB,Letter To Lucille,Solo,FALSE,1973,1973,1,1973,8,8,41,41,1973-05-12,1973-06-30,182373,0.0757,0.712,0.667,0,0.0601,-12.843,0.0626,0.94,112.985
1LYHlAYMXfCxgMcuI38kfc,Let Me Be Good to You,Solo,FALSE,1966,1966,1,1966,6,5,39,39,1966-04-30,1966-06-04,162480,0.477,0.74,0.256,0.00326,0.066,-12.925,0.052,0.626,107.931
1LYaLPiVsOZNmoAl5Tqfrm,Princess In Rags,Solo,FALSE,1965,1966,2,1965;1966,8,19,64,38,1965-11-20,1966-01-08,154440,0.0654,0.71,0.474,0,0.095,-10.92,0.0353,0.75,117.704
1LZNdHSaGjV2S9q8BrZwnh,If the Boot Fits,Solo,FALSE,2017,2017,1,2017,3,1,21,17,2017-01-28,2017-02-18,170093,0.0252,0.528,0.928,2.88e-6,0.0467,-5.743,0.0456,0.885,162.069
1LZjWATmwUzxnliXNJShss,Say Maybe,Solo,FALSE,1979,1979,1,1979,7,17,46,11,1979-05-19,1979-06-30,246627,0.279,0.559,0.234,0,0.0573,-18.687,0.0315,0.372,112.381
1Lau85D5hBamCHokkIHD8R,O Let's Do It,Solo,TRUE,2010,2010,1,2010,11,6,39,2,2010-02-27,2010-05-08,246465,0.0035,0.542,0.541,0,0.26,-4.041,0.463,0.241,86.495
1LejPFshcBbPexpLUX6l1p,Together Let's Find Love - Digitally Remastered 1997,Solo,FALSE,1972,1972,1,1972,10,11,64,45,1972-01-01,1972-03-04,217280,0.557,0.372,0.52,0,0.687,-10.883,0.0354,0.448,154.674
1Let4BYaYSum46nAGO1i6v,We're in This Love Together,Solo,FALSE,1981,1982,2,1981;1982,24,13,86,6,1981-08-01,1982-01-09,226067,0.56,0.597,0.323,2.24e-5,0.628,-15.648,0.0494,0.628,79.397
1Lf1BSVQV4Q5SuKeHhGd2A,It's All I Can Do,Solo,FALSE,1979,1979,1,1979,10,17,60,4,1979-10-13,1979-12-15,225760,0.0386,0.603,0.701,0.00106,0.211,-9.719,0.0274,0.961,118.664
1LgZRmGoSyiOOWxjTjMJy0,Missionary Man,Solo,FALSE,1986,1986,1,1986,16,20,87,9,1986-07-26,1986-11-08,267947,0.0392,0.59,0.85,5.73e-6,0.248,-4.271,0.0589,0.566,124.895
1Lh8n5owE0h0hgqWfqtvuD,Til It's Gone,Solo,FALSE,2014,2015,2,2014;2015,14,1,41,15,2014-11-15,2015-02-14,250533,0.00544,0.499,0.822,1.97e-4,0.272,-7.122,0.049,0.499,86.481
1LhqYtVxsDwkKW6BB8DEWZ,Time for Livin',Solo,FALSE,1968,1968,1,1968,8,28,62,51,1968-05-18,1968-07-06,164373,0.559,0.539,0.489,1.85e-4,0.122,-11.254,0.0286,0.722,135.414
1Lhwn4PqeGpM4LTVUowW76,You Rock My World,Solo,FALSE,2001,2002,2,2001;2002,20,67,91,9,2001-09-08,2002-01-19,337733,0.038,0.854,0.673,2.27e-4,0.255,-3.132,0.185,0.955,95
1LjFrPohvGTdXmEz6rHbxi,Cracklin' Rosie,Solo,FALSE,1970,1970,1,1970,15,39,100,69,1970-08-22,1970-11-28,178853,0.257,0.6,0.667,0,0.115,-8.138,0.0328,0.846,127.413
1LjHre9uHSLMuUrKsl6ppX,Touchin On My,Solo,FALSE,2010,2010,1,2010,2,52,52,12,2010-06-05,2010-06-12,183107,0.03,0.538,0.876,0,0.251,-3.559,0.139,0.527,83.949
1LkMC92Zc21awBWSHWZeGp,The Crow & the Butterfly,Solo,FALSE,2010,2010,1,2010,1,4,4,4,2010-08-14,2010-08-14,253600,0.0013,0.319,0.781,0,0.0944,-3.496,0.0329,0.238,149.002
1LkoYGxmYpO6QSEvY5C0Zl,Scotty Doesn't Know,Solo,FALSE,2006,2006,1,2006,2,26,26,23,2006-07-29,2006-08-05,175200,4.49e-4,0.317,0.887,9.23e-6,0.363,-4.525,0.0472,0.544,174.009
1Lm5JXlRt90S8dzk1ZqzmA,Things Can Only Get Better,Solo,FALSE,1985,1985,1,1985,23,26,96,6,1985-03-23,1985-08-24,234200,0.272,0.74,0.77,7.2e-4,0.112,-6.882,0.0346,0.836,108.246
1Lm8SfYEBmj1J8GdNUaGEI,CAN’T STOP THE FEELING!,Solo,FALSE,2016,2017,2,2016;2017,52,100,100,62,2016-05-28,2017-05-20,203400,0.86,0.774,0.172,0.301,0.1,-15.913,0.0924,0.675,113.075
1LnJGgSRogSfn6aXdgOy8Q,"My Fantasy - From ""Do The Right Thing"" Soundtrack",Collaboration,FALSE,1989,1989,1,1989,6,24,39,17,1989-09-23,1989-10-28,295333,0.263,0.684,0.976,1.16e-5,0.0814,-3.83,0.0717,0.656,113.317
1Lol4oIE5ruatEyhzu7Mw9,Pushin' Weight,Collaboration,TRUE,1998,1999,2,1998;1999,19,53,75,4,1998-10-31,1999-03-06,274506,0.00361,0.824,0.837,0,0.106,-4.264,0.217,0.545,91.79
1LsphiQpg9dJzK9VfUWoyK,I've Got To Have You,Solo,FALSE,1972,1972,1,1972,7,1,24,24,1972-08-26,1972-10-07,194627,0.196,0.43,0.435,2.6e-4,0.101,-12.068,0.0394,0.337,143.79
1Lw8lLCrC17bLOuFPwACuB,Playing with Lightning,Solo,FALSE,1981,1981,1,1981,5,11,30,10,1981-04-04,1981-05-02,245849,0.0908,0.499,0.736,9.96e-5,0.832,-12.301,0.0416,0.879,158.306
1Lwn77MWbaG5BtUWDSmURX,Little Miss Obsessive,Solo,FALSE,2008,2008,1,2008,1,5,5,5,2008-05-10,2008-05-10,221907,0.0342,0.561,0.915,0,0.0823,-3.449,0.0971,0.43,142.174
1Lx58pGxLrlw7eb00RE0yS,Trust Me,Solo,FALSE,1980,1980,1,1980,3,8,11,11,1980-01-12,1980-01-26,236338,0.384,0.493,0.472,2.36e-6,0.227,-9.526,0.0326,0.454,111.329
1LyoNDoAVyWqHWZNAzFYnE,Texas,Solo,FALSE,1976,1976,1,1976,4,2,10,10,1976-02-07,1976-02-28,180893,0.122,0.628,0.869,0.428,0.0504,-6.311,0.0487,0.849,118.32
1LyztZAErURZdMRAanzgwr,Girl Of My Dreams,Solo,FALSE,1979,1979,1,1979,12,20,64,2,1979-07-07,1979-09-22,251143,0.348,0.35,0.469,3.71e-6,0.198,-16.884,0.0375,0.587,138.896
1LzNfuep1bnAUR9skqdHCK,Fade Into You,Solo,FALSE,1994,1995,2,1994;1995,20,9,57,31,1994-09-03,1995-01-14,295600,0.245,0.42,0.33,6.79e-4,0.0677,-13.925,0.0275,0.175,157.143
1M0f0Tz3zEAZ8tBKAlVGHF,Set You Free This Time,Solo,FALSE,1966,1966,1,1966,4,9,22,22,1966-02-05,1966-02-26,168800,0.707,0.626,0.476,0,0.0947,-11.53,0.0266,0.802,98.582
1M2a5TNHqmr2zXZZcB7xTe,Love Will Turn You Around,Solo,FALSE,1982,1982,1,1982,17,46,88,1,1982-07-03,1982-10-23,221193,0.226,0.64,0.44,4.43e-6,0.122,-15.938,0.0295,0.613,86.952
1M2nd8jNUkkwrc1dgBPTJz,Angels,Solo,FALSE,1999,2000,2,1999;2000,19,16,48,6,1999-11-20,2000-03-25,265000,0.156,0.429,0.594,4.95e-6,0.1,-6.251,0.0277,0.236,150.22
1M3WV3EnKoHqDdHO4ksxlw,Holiday,Solo,FALSE,1987,1987,1,1987,7,8,35,3,1987-06-27,1987-08-08,254867,0.0287,0.713,0.801,0.00427,0.214,-16.116,0.0414,0.793,114.924
1M3xrSPzPcKkCnXGHFPKaw,The Search Is Over,Solo,FALSE,1985,1985,1,1985,21,31,97,13,1985-04-20,1985-09-07,252613,0.59,0.527,0.342,0,0.0803,-12.272,0.0336,0.148,124.209
1M5Mb38gVMh39zcAPSAC7A,One Love (People Get Ready) (Glee Cast Version),Solo,FALSE,2010,2010,1,2010,1,60,60,60,2010-11-27,2010-11-27,154307,0.275,0.719,0.521,0,0.11,-5.661,0.0696,0.828,80.534
1M6AwCSEreUZddHSomDNUj,Double Shot (Of My Baby's Love),Solo,FALSE,1966,1966,1,1966,13,4,84,57,1966-04-23,1966-07-16,138947,0.0505,0.66,0.774,0.0297,0.291,-8.016,0.0317,0.967,131.173
1M9LnSZjeyLKn0GwT1Xg27,Anotherloverholenyohead,Solo,FALSE,1986,1986,1,1986,10,15,38,6,1986-07-19,1986-09-20,240693,0.294,0.839,0.526,5.99e-4,0.325,-12.717,0.0403,0.863,103.974
1M9qgq0SaZ5OuAeU0GKXif,Goodbye Time,Solo,FALSE,2005,2005,1,2005,9,6,28,16,2005-06-11,2005-08-06,201733,0.295,0.51,0.348,2.47e-5,0.242,-7.849,0.0261,0.159,77.041
1MC8KMO4vgjb3ROELidAzc,Dead Giveaway,Solo,FALSE,1983,1983,1,1983,20,8,79,2,1983-06-25,1983-11-05,210213,0.053,0.59,0.877,2.83e-5,0.307,-9.018,0.0424,0.887,74.756
1MDogqDrStFSO9cdUTUFem,Doin' What She Likes,Solo,FALSE,2014,2014,1,2014,17,17,66,1,2014-02-01,2014-05-24,222613,0.157,0.581,0.767,0,0.278,-6.28,0.0406,0.832,152.011
1MFIbHHBYv1dMpvBeyWAA9,Faded Pictures (Karaoke Version) - Originally Performed By Case & Joe,Solo,FALSE,1998,1999,2,1998;1999,20,15,91,19,1998-12-26,1999-05-08,238594,0.762,0.649,0.471,0.912,0.0939,-9.289,0.028,0.597,80.004
1MFaEKnNtGe4Hayuuhk4Lx,Monday Morning Church,Solo,FALSE,2004,2005,2,2004;2005,16,26,47,11,2004-12-04,2005-03-19,201333,0.252,0.532,0.394,0,0.114,-9.382,0.0287,0.213,135.873
1MHgV79MSYE6ymNlGa3bRY,I'll Never Fall in Love Again,Solo,FALSE,1969,1970,2,1969;1970,11,50,95,71,1969-12-27,1970-03-07,174840,0.717,0.676,0.339,9.77e-6,0.109,-13.805,0.0509,0.756,136.882
1MI0O2mwTpdwkZpfWz4J7o,All I Really Want to Do,Solo,FALSE,1965,1965,1,1965,10,18,61,46,1965-07-03,1965-09-04,123760,0.111,0.452,0.574,0,0.0823,-7.936,0.0321,0.811,123.204
1MI8aQJAoaYhIaVNz5giKB,Hey There Lonely Girl,Solo,FALSE,1969,1970,2,1969;1970,14,28,99,74,1969-12-27,1970-03-28,216760,0.71,0.408,0.316,2.79e-6,0.084,-10.886,0.0292,0.36,93.858
1MIZVpapMFpqMTSRGmmxIW,Where Do We Go from Here,Solo,FALSE,1996,1996,1,1996,14,17,53,4,1996-07-06,1996-10-05,256560,0.00396,0.474,0.728,0,0.324,-6.435,0.0418,0.281,151.69
1MJJLpb8SaFRXsM4v0lf1P,Until It's Time for You to Go,Solo,FALSE,1973,1973,1,1973,3,1,4,4,1973-08-25,1973-09-08,338413,0.36,0.548,0.463,0,0.133,-11.93,0.0797,0.541,97.542
1MK5FOmm5ppLIS2Ga3jHlT,I Should Be So Lucky,Solo,FALSE,1988,1988,1,1988,14,15,73,12,1988-05-07,1988-08-06,202413,0.0234,0.737,0.967,0.644,0.336,-4.896,0.0315,0.886,116.082
1MKEJxiCXyVgKEukpzuKnV,Holdin' On,Solo,FALSE,1982,1982,1,1982,11,12,64,7,1982-08-14,1982-10-23,191650,0.114,0.512,0.668,7.95e-4,0.0974,-7.942,0.0486,0.447,142.81
1MKZaAEx8RrzoQjHhVuvgs,Tell Me You Love Me,Solo,FALSE,2017,2018,2,2017;2018,20,4,48,32,2017-09-16,2018-04-21,236987,0.0273,0.538,0.6,0,0.147,-5.463,0.0489,0.26,81.888
1MLwwcpFtV0oglR15naPif,You Got Me Walking,Solo,FALSE,1972,1972,1,1972,3,3,8,8,1972-02-26,1972-03-11,165253,0.222,0.609,0.536,2.26e-4,0.181,-9.825,0.0292,0.793,124.323
1MMojvYXRUFhk6nSSWxnjT,Strange Way,Solo,FALSE,1978,1979,2,1978;1979,19,15,90,6,1978-09-30,1979-02-03,571440,0.0268,0.406,0.904,0.00393,0.707,-8.301,0.0609,0.642,130.724
1MMp1H2Kib2BCDtdL5nL63,Hey Jude,Solo,FALSE,1968,1969,2,1968;1969,9,11,78,60,1968-12-21,1969-02-15,247733,0.146,0.561,0.385,4.96e-4,0.171,-15.33,0.0323,0.664,81.599
1MNVplPox6xfC5rB1csyzK,One Man Band (Plays All Alone) - Single Version,Solo,FALSE,1973,1973,1,1973,13,12,73,43,1973-02-17,1973-05-12,221507,0.38,0.384,0.631,5.93e-6,0.173,-10.598,0.0377,0.748,174.679
1MP268moWAxRjiqLvGMDNS,Rhapsody In Blue,Solo,FALSE,1973,1973,1,1973,8,12,60,43,1973-08-25,1973-10-13,525933,0.646,0.537,0.688,0.584,0.0969,-12.789,0.0363,0.701,100.52
1MQWtVcs0PKsY4PA6ZvLiy,Dance to the Music,Solo,FALSE,1968,1968,1,1968,15,29,93,68,1968-02-10,1968-05-18,179427,0.0168,0.703,0.529,5.73e-4,0.911,-11.112,0.1,0.772,128.057
1MSM3Fo2fvnwVqMcz8Jhjq,Cecilia And The Satellite,Solo,FALSE,2015,2015,1,2015,3,2,5,5,2015-09-12,2015-10-24,223880,0.0131,0.381,0.844,0,0.318,-7.123,0.144,0.239,194
1MTQHCpraD4S8g5PAFKzoj,Behind Blue Eyes,Solo,FALSE,2004,2004,1,2004,11,29,30,1,2004-03-06,2004-05-15,269973,0.455,0.584,0.491,0,0.116,-6.631,0.0263,0.0916,120.283
1MX6kqZ8FOht5UnQuPl6Jj,I Want It All - Single Version,Solo,FALSE,1989,1989,1,1989,10,9,51,7,1989-05-13,1989-07-15,242093,0.0249,0.406,0.847,3.01e-6,0.375,-5.705,0.0482,0.379,92.245
1MXnMdktScmuPOWhXe9kHw,Dark Lady,Solo,FALSE,1974,1974,1,1974,16,19,100,50,1974-01-19,1974-05-04,207133,0.137,0.524,0.523,0,0.133,-9.957,0.0338,0.402,147.059
1MdhH5wlGMrdL62L3vsqQz,There You Are,Solo,FALSE,2000,2000,1,2000,13,22,41,9,2000-09-09,2000-12-02,204627,0.648,0.343,0.434,0,0.126,-7.072,0.0298,0.14,144.479
1Mew3ipJFmRpSj83LRyxod,Alibis,Solo,FALSE,1993,1993,1,1993,12,17,29,5,1993-04-17,1993-07-03,182960,0.437,0.61,0.31,0,0.22,-14.391,0.0262,0.381,107.525
1MflDzSByzgySx1rV7Ocyl,Splackavellie,Solo,FALSE,1998,1998,1,1998,14,46,74,3,1998-09-05,1998-12-05,242160,0.0948,0.733,0.674,0,0.556,-8.455,0.0594,0.722,130.107
1Mg13VMaQj4fhPtQT41vUZ,What'd You Come Here For?,Solo,FALSE,1999,1999,1,1999,12,3,45,9,1999-04-03,1999-06-19,246000,0.0508,0.817,0.625,0.00123,0.058,-3.643,0.0719,0.759,102.907
1MhwOqjMmvRsFdwxBGS3II,N Dey Say,Solo,FALSE,2005,2005,1,2005,7,32,37,1,2005-02-05,2005-03-19,217173,0.257,0.862,0.723,0,0.156,-4.367,0.0374,0.688,97.64
1MlVJBle82wNGVlyTweOPj,Just A Little Bit,Solo,FALSE,1968,1968,1,1968,4,4,9,9,1968-07-06,1968-07-27,215173,0.0239,0.442,0.891,7.43e-5,0.0771,-5.739,0.0843,0.562,119.397
1MpSJECFG0zMGSNrdbvmQ4,Heaven Must Have Sent You,Solo,FALSE,1966,1966,1,1966,8,19,51,47,1966-10-22,1966-12-10,189093,0.308,0.619,0.608,0,0.0994,-3.585,0.0284,0.622,69.546
1MqGKtY9L5qjPi8s7gX645,I Can't Drive 55,Solo,FALSE,1984,1985,2,1984;1985,16,24,75,7,1984-09-29,1985-01-12,254467,0.0043,0.531,0.625,4.34e-5,0.0894,-12.335,0.0319,0.882,133.763
1MqTTz7FaaFM0MXIMy0ln6,Your Love Is So Doggone Good,Solo,FALSE,1971,1971,1,1971,2,7,8,8,1971-05-29,1971-06-05,159560,0.188,0.568,0.45,5.97e-5,0.0492,-11.288,0.0368,0.574,79.043
1MsXh9Rl2RhscG7IaBhwU7,Lolli Lolli (Pop That Body) - Explicit Album Version,Collaboration,TRUE,2008,2008,1,2008,20,22,83,36,2008-05-31,2008-10-11,251373,0.0188,0.89,0.946,1.28e-4,0.11,-5.673,0.0489,0.872,120
1MvPNNN7sAoBDlvPD5KccG,No One Else,Solo,TRUE,1995,1996,2,1995;1996,20,56,79,46,1995-12-16,1996-04-27,257184,0.602,0.745,0.342,0,0.133,-15.105,0.0836,0.869,92.085
1MyruJzfwGbnhEeZ8dHxYQ,Where Is the Love,Solo,FALSE,1975,1975,1,1975,1,5,5,5,1975-04-05,1975-04-05,238227,0.0687,0.659,0.807,0.00277,0.149,-7.662,0.0457,0.973,126.662
1N03qVwj3pMY6MNFlzEMvX,Dirty Water,Solo,FALSE,1979,1980,2,1979;1980,10,12,50,4,1979-12-08,1980-02-09,179866,0.00207,0.532,0.723,0.0151,0.0721,-10.201,0.0326,0.7,152.649
1N0UflnZhn7xOkrN2l8zxx,Time,Solo,FALSE,1995,1996,2,1995;1996,26,39,87,57,1995-11-11,1996-05-04,296840,0.0373,0.387,0.875,0,0.152,-5.741,0.0385,0.238,105.1
1N3dZ7TTWO6VcD4Y3hHYLZ,Try Everything,Solo,FALSE,2016,2016,1,2016,9,35,38,9,2016-03-26,2016-07-16,196853,0.0257,0.705,0.609,0,0.0846,-4.897,0.0307,0.476,115.474
1N4jhCFeE0hrZGYfpJsSAF,Cat Daddy,Solo,TRUE,2011,2011,1,2011,1,4,4,4,2011-06-18,2011-06-18,200803,0.0121,0.872,0.719,1.01e-6,0.246,-8.663,0.235,0.32,101.967
1N62wozuHCvczCkY4QidpP,Over My Head (Cable Car),Solo,FALSE,2006,2006,1,2006,42,3,93,57,2006-02-25,2006-12-09,236267,0.022,0.592,0.729,0,0.0653,-4.156,0.0448,0.709,116.03
1N7R2f8HEZea5MvgBvQFqE,Desiree,Solo,FALSE,1967,1967,1,1967,2,2,3,3,1967-10-28,1967-11-04,164067,0.411,0.484,0.534,4.88e-5,0.465,-8.52,0.0296,0.728,134.192
1N7ej8jB353itCUWP4ozTf,I Just Can't Stop Loving You (feat. Siedah Garrett),Collaboration,FALSE,1987,1987,1,1987,14,64,100,2,1987-08-08,1987-11-07,252520,0.642,0.657,0.444,2.83e-6,0.0414,-9.959,0.0329,0.279,100.155
1N7qGCKRRnvjoy8MGyHgpS,Came Here to Forget,Solo,FALSE,2016,2016,1,2016,19,47,65,11,2016-03-26,2016-07-30,220413,0.356,0.613,0.667,1.29e-5,0.111,-6.874,0.029,0.481,130.023
1NAUXbQoeuFpzTs1tSurBG,I Take a Lot of Pride in What I Am,Solo,FALSE,1969,1969,1,1969,4,13,26,26,1969-08-09,1969-08-30,194067,0.434,0.418,0.482,1.09e-4,0.184,-12.101,0.0658,0.398,170.404
1NC3rNOgsXjLabebz4vdmu,Mexican Pearls,Solo,FALSE,1965,1965,1,1965,2,7,7,7,1965-04-17,1965-04-24,172000,0.657,0.464,0.225,0.0742,0.533,-15.933,0.0267,0.699,106.318
1NI2i1BjKiVrEYCC0WTug4,Real Love,Solo,FALSE,1980,1980,1,1980,16,61,96,2,1980-09-06,1980-12-20,259267,0.468,0.751,0.467,8.8e-5,0.0511,-9.295,0.0314,0.935,118.159
1NJoVAf6HvRbAMH1Py2XmN,Sex Ain't Better Than Love,Solo,FALSE,2012,2012,1,2012,6,4,21,10,2012-03-24,2012-04-28,263933,0.152,0.505,0.794,0,0.186,-3.682,0.0604,0.422,121.303
1NNAI51EuoRWw1ydX1zV7S,Daylight,Solo,FALSE,2012,2013,2,2012;2013,25,24,94,54,2012-12-22,2013-06-08,225067,0.00242,0.656,0.674,0,0.255,-5.473,0.0269,0.369,120.001
1NQT2M4q3GTBk1ZHXaN9s4,I'm Gonna Miss Her (Fishin' Song),Collaboration,FALSE,2002,2002,1,2002,20,35,72,18,2002-05-04,2002-09-14,216320,0.5,0.391,0.439,2.54e-4,0.22,-10.25,0.0415,0.532,159.869
1NRorokmYEtr1koWybvaE4,A Woman's Worth,Solo,FALSE,2001,2002,2,2001;2002,20,11,94,71,2001-10-27,2002-03-09,303333,0.331,0.667,0.41,0,0.064,-8.323,0.138,0.493,75.069
1NT76WD8FONQqTXKZ4MIRT,Winning,Solo,FALSE,1981,1981,1,1981,18,14,84,6,1981-04-11,1981-08-08,209733,0.0935,0.664,0.521,4.93e-4,0.0502,-13.251,0.031,0.746,86.142
1NTUGz7kHyFndmHla1zM8h,Somebody's Watching You,Solo,FALSE,1970,1971,2,1970;1971,13,15,69,47,1970-12-12,1971-03-06,176693,0.737,0.836,0.641,4.51e-6,0.119,-10.034,0.0612,0.729,112.226
1NUDglpwwjYElxi6siVRka,Love Train,Solo,FALSE,1989,1989,1,1989,6,19,36,7,1989-06-17,1989-07-22,242000,0.157,0.611,0.784,3.5e-4,0.316,-11.869,0.0331,0.834,108.915
1NUlvhVbneoiwQpU2FkeBE,I Don't Want To See You Again,Solo,FALSE,1964,1964,1,1964,9,17,85,68,1964-10-03,1964-11-28,121867,0.0871,0.587,0.61,5.4e-6,0.196,-8.129,0.034,0.882,127.629
1NX18zq0pWOp3T2POFylgs,If Love Should Go,Solo,FALSE,1983,1983,1,1983,5,11,14,3,1983-12-03,1983-12-31,250840,0.00252,0.587,0.919,0.00117,0.333,-6.225,0.0402,0.72,125.868
1NXUWyPJk5kO6DQJ5t7bDu,Apeman - 2014 Remastered Version,Solo,FALSE,1971,1971,1,1971,9,13,56,40,1971-01-02,1971-02-27,233400,0.568,0.683,0.728,5.08e-5,0.0384,-8.92,0.259,0.833,75.311
1NXfLEz3TRpf9ctJrOEEjP,The Revolution Kind,Solo,FALSE,1965,1965,1,1965,4,25,31,29,1965-11-27,1965-12-18,207600,0.299,0.483,0.688,0,0.0873,-10.148,0.0352,0.645,145.332
1NXyoATCYylbjSDFe8FHbJ,Gimme Some More,Solo,FALSE,1972,1972,1,1972,8,6,34,29,1972-01-22,1972-03-11,187560,0.22,0.818,0.429,1.79e-6,0.0744,-9.902,0.0737,0.83,97.767
1NYmsoRQ3GczBA87GnutgG,You're the Only One,Solo,FALSE,1977,1977,1,1977,3,18,18,13,1977-08-20,1977-09-03,185133,0.29,0.642,0.632,0.00147,0.0896,-7.415,0.0333,0.643,107.505
1NZAeh2a8Y6Ry5hGBPGP1e,Hold On,Solo,FALSE,1982,1982,1,1982,14,29,86,6,1982-08-14,1982-11-13,261027,0.488,0.671,0.516,2.8e-5,0.138,-15.981,0.0519,0.711,124.699
1Ne9ZxBhUGwRVLHxzr7SnD,Energy - Main Final,Solo,FALSE,2008,2008,1,2008,9,11,23,9,2008-08-23,2008-10-18,209840,0.0788,0.427,0.767,0,0.095,-5.783,0.143,0.651,76.711
1NeKY4qWsCnhY8fvhwQa7q,Didn't I (Blow Your Mind This Time),Solo,FALSE,1970,1970,1,1970,14,2,91,73,1970-01-10,1970-04-11,201067,0.795,0.484,0.59,0.00306,0.155,-6.663,0.0283,0.324,140.588
1NgGeQsSz2HTODNthA5CpP,Falling in Love,Solo,FALSE,1981,1982,2,1981;1982,11,11,43,1,1981-11-21,1982-01-30,197667,0.399,0.48,0.348,6.56e-6,0.105,-11.603,0.034,0.201,116.329
1NghHeg0wE32eBYrQBVQXL,Shake up Christmas,Solo,FALSE,2011,2011,1,2011,1,2,2,2,2011-01-08,2011-01-08,232213,0.0031,0.458,0.831,0,0.337,-2.187,0.0654,0.572,81.531
1NhPKVLsHhFUHIOZ32QnS2,Secrets,Solo,FALSE,2010,2011,2,2010;2011,33,3,80,57,2010-06-26,2011-02-19,224693,0.098,0.515,0.767,0,0.121,-6.199,0.0352,0.38,148.024
1NlhlIhzRwORlIPw0PkwOg,Emotion,Solo,FALSE,1985,1985,1,1985,2,20,22,22,1985-03-09,1985-03-16,296093,0.633,0.632,0.443,6.84e-6,0.0896,-16.362,0.0389,0.669,109.573
1NluXt216fuqjX7KcmYQxM,You Are In My System,Solo,FALSE,1983,1983,1,1983,6,13,23,6,1983-06-18,1983-07-23,267240,0.0226,0.811,0.624,0.0128,0.0356,-11.791,0.083,0.905,111.06
1NojchI3zrnQkJhO8blr5U,Variety Tonight,Solo,FALSE,1987,1987,1,1987,9,13,41,4,1987-05-09,1987-07-04,265200,0.0105,0.589,0.772,0.0365,0.25,-10.449,0.0331,0.83,97.274
1NpcguIbdLR25tlymnwVVC,Vans,Solo,TRUE,2006,2006,1,2006,3,43,43,5,2006-09-16,2006-09-30,263800,0.138,0.866,0.47,8e-6,0.0911,-8.506,0.221,0.558,102.047
1NsaJIt3fDFVUS1zhqWWrG,Who Needs Ya,Collaboration,FALSE,1970,1970,1,1970,6,25,47,35,1970-11-14,1970-12-19,206200,0.158,0.681,0.73,3.61e-6,0.895,-11.687,0.0978,0.773,116.061
1NtEydgCj3xPQScLyPshP2,Angel In Disguise,Solo,TRUE,1998,1999,2,1998;1999,14,23,29,6,1998-12-05,1999-03-06,292213,0.0727,0.428,0.662,0,0.329,-6.694,0.205,0.364,140.096
1NtMkOgf5U9YMaXyuEIRn2,Call My Name,Solo,FALSE,2004,2004,1,2004,18,26,26,1,2004-08-21,2004-12-25,315773,0.685,0.622,0.574,0,0.111,-5.068,0.155,0.405,113.984
1Nv0CRk2iNXDHWgqH3Tr1z,Why,Solo,FALSE,2006,2006,1,2006,20,5,58,1,2006-03-18,2006-07-29,213733,0.0688,0.568,0.695,0,0.15,-3.828,0.0294,0.218,135.926
1Nvtf5uwEbU4Qjs9162eGo,A Beautiful Story - LP / Single Version,Solo,FALSE,1967,1967,1,1967,5,15,48,36,1967-04-29,1967-05-27,172800,0.737,0.474,0.328,0,0.128,-10.766,0.0338,0.602,159.172
1NzDXJTbP1zHDLZrulnfMk,I'm Ready For Love,Solo,FALSE,1966,1966,1,1966,10,31,92,56,1966-10-29,1966-12-31,171533,0.702,0.526,0.675,0,0.0949,-8.048,0.0462,0.862,190.803
1O0xeZrBDbq7HPREdmYUYK,"Bad, Bad Leroy Brown",Solo,FALSE,1973,1973,1,1973,22,16,100,64,1973-04-21,1973-09-15,182240,0.706,0.697,0.676,0,0.0824,-10.742,0.0402,0.852,148.072
